WebQTrn-1782	with which country does south africa border?	with which country does south africa border
WebQTrn-1783	what is there to do around austin texas?	what is there to do around austin texas
WebQTrn-1784	what countries in the world speak german?	what countries in the world speak german
WebQTrn-1785	who plays effy in skins uk?	who plays effy in skins uk
WebQTrn-1786	what countries use the euro as official currency?	what countries use the euro as official currency
WebQTrn-1787	what kind of money do the netherlands use?	what kind of money do the netherlands use
WebQTrn-1788	which college did obama graduated?	which college did obama graduated
WebQTrn-1789	who is henry david thoreau?	who is henry david thoreau
WebQTrn-1790	who are richard pryor children?	who are richard pryor children
WebQTrn-1791	who is golfer dustin johnson dating?	who is golfer dustin johnson dating
WebQTrn-1792	what are the official languages in spain?	what are the official languages in spain
WebQTrn-1793	what club did santi cazorla play for?	what club did santi cazorla play for
WebQTrn-1794	what highschool did bill gates graduated from?	what highschool did bill gates graduated from
WebQTrn-1795	where does the atlanta braves play?	where does the atlanta braves play
WebQTrn-1796	what year did detroit pistons win nba championships?	what year did detroit pistons win nba championships
WebQTrn-1797	what each fold of the us flag means?	what each fold of the us flag means
WebQTrn-1798	what do people from spain speak?	what do people from spain speak
WebQTrn-1799	who played danielle rousseau on lost?	who played danielle rousseau on lost
WebQTrn-1800	when will muharram start 2011?	when will muharram start 2011
WebQTrn-1801	who did king tut married?	who did king tut married
WebQTrn-1802	how old was woodrow wilson when he was elected president?	how old was woodrow wilson when he was elected president
WebQTrn-1803	what political party did john bell belong to?	what political party did john bell belong to
WebQTrn-1804	what countries are part of nato?	what countries are part of nato
WebQTrn-1805	what religion is mary queen of scots?	what religion is mary queen of scots
WebQTrn-1806	who is chris cooley married to?	who is chris cooley married to
WebQTrn-1807	where is port st johns florida?	where is port st johns florida
WebQTrn-1808	what teams does kroenke own?	what teams does kroenke own
WebQTrn-1809	where was the battle of shiloh?	where was the battle of shiloh
WebQTrn-1810	what did theodor schwann contribute to our understanding of cells?	what did theodor schwann contribute to our understanding of cells
WebQTrn-1811	where is kate spade from?	where is kate spade from
WebQTrn-1812	what countries are in the caribbean?	what countries are in the caribbean
WebQTrn-1813	what freeview channel is bbc three?	what freeview channel is bbc three
WebQTrn-1814	when did the new york mets start playing baseball?	when did the new york mets start playing baseball
WebQTrn-1815	what party was woodrow wilson from?	what party was woodrow wilson from
WebQTrn-1816	what part does seth macfarlane play in family guy?	what part does seth macfarlane play in family guy
WebQTrn-1817	what type of government does vietnam have today?	what type of government does vietnam have today
WebQTrn-1818	what did ben hall do?	what did ben hall do
WebQTrn-1819	what type of aircraft does virgin america use?	what type of aircraft does virgin america use
WebQTrn-1820	what currency do mexico use?	what currency do mexico use
WebQTrn-1821	where is the university of oregon state?	where is the university of oregon state
WebQTrn-1822	where put thermometer in turkey?	where put thermometer in turkey
WebQTrn-1823	who did george wendt play on cheers?	who did george wendt play on cheers
WebQTrn-1824	who played cruella deville in 102 dalmatians?	who played cruella deville in 102 dalmatians
WebQTrn-1825	what division did the baltimore colts play in?	what division did the baltimore colts play in
WebQTrn-1826	what year did us invaded iraq?	what year did us invaded iraq
WebQTrn-1827	what is the local currency in the dominican republic?	what is the local currency in the dominican republic
WebQTrn-1828	what is the capital city of canada on a map?	what is the capital city of canada on a map
WebQTrn-1829	what is the name of currency used in spain?	what is the name of currency used in spain
WebQTrn-1830	what ethnicity are people from iran?	what ethnicity are people from iran
WebQTrn-1831	where did the germans come from wiki?	where did the germans come from wiki
WebQTrn-1832	what movie did tom hanks won his first oscar?	what movie did tom hanks won his first oscar
WebQTrn-1833	when was ancient egypt created?	when was ancient egypt created
WebQTrn-1834	who played bilbo baggins?	who played bilbo baggins
WebQTrn-1835	what famous people are from kansas city?	what famous people are from kansas city
WebQTrn-1836	what country did francis drake represent?	what country did francis drake represent
WebQTrn-1837	what timezone is indianapolis indiana in?	what timezone is indianapolis indiana in
WebQTrn-1838	what did darwin propose as the mechanism of evolution?	what did darwin propose as the mechanism of evolution
WebQTrn-1839	who ran against bill clinton for president?	who ran against bill clinton for president
WebQTrn-1840	what books did lincoln write?	what books did lincoln write
WebQTrn-1841	what are popular sports in spain?	what are popular sports in spain
WebQTrn-1842	what did corey haim act in?	what did corey haim act in
WebQTrn-1843	who is the publisher of the wall street journal?	who is the publisher of the wall street journal
WebQTrn-1844	what products are made in the usa?	what products are made in the usa
WebQTrn-1845	what do tibetan people speak?	what do tibetan people speak
WebQTrn-1846	what form of government does afghanistan have?	what form of government does afghanistan have
WebQTrn-1847	who was the wife of king edward vii?	who was the wife of king edward vii
WebQTrn-1848	what position did john stockton play?	what position did john stockton play
WebQTrn-1849	what happened at the virginia tech massacre?	what happened at the virginia tech massacre
WebQTrn-1850	when did freddy krueger die?	when did freddy krueger die
WebQTrn-1851	what is there to do in niagara falls new york?	what is there to do in niagara falls new york
WebQTrn-1852	who played bernie focker?	who played bernie focker
WebQTrn-1853	who did troy aikman play for?	who did troy aikman play for
WebQTrn-1854	where does turkish language?	where does turkish language
WebQTrn-1855	who was mendel and what did he develop?	who was mendel and what did he develop
WebQTrn-1856	where is universal studios california theme park?	where is universal studios california theme park
WebQTrn-1857	where the grimm brothers were born?	where the grimm brothers were born
WebQTrn-1858	what sport is popular in china?	what sport is popular in china
WebQTrn-1859	what to do with kids in phx az?	what to do with kids in phx az
WebQTrn-1860	where does kirk cameron live now?	where does kirk cameron live now
WebQTrn-1861	what continent is greenland apart of?	what continent is greenland apart of
WebQTrn-1862	which books did john the apostle write?	which books did john the apostle write
WebQTrn-1863	who made the ancient egyptian pyramids?	who made the ancient egyptian pyramids
WebQTrn-1864	which asian country has the biggest population?	which asian country has the biggest population
WebQTrn-1865	where did the san diego chargers originate?	where did the san diego chargers originate
WebQTrn-1866	who was the voice of nemo's dad?	who was the voice of nemo 's dad
WebQTrn-1867	what 4 countries are part of the united kingdom?	what 4 countries are part of the united kingdom
WebQTrn-1868	who was king george v father?	who was king george v father
WebQTrn-1869	who won last year's nfl super bowl?	who won last year 's nfl super bowl
WebQTrn-1870	who played michael myers in halloween 4?	who played michael myers in halloween 4
WebQTrn-1871	what language do chinese?	what language do chinese
WebQTrn-1872	what did daniel tosh say that was so offensive?	what did daniel tosh say that was so offensive
WebQTrn-1873	what happened to nagasaki?	what happened to nagasaki
WebQTrn-1874	what language is spoken in basque?	what language is spoken in basque
WebQTrn-1875	what movies did james franco play in?	what movies did james franco play in
WebQTrn-1876	what does bob dylan sing?	what does bob dylan sing
WebQTrn-1877	what year did john adams get elected president?	what year did john adams get elected president
WebQTrn-1878	what to do in palo alto ca with kids?	what to do in palo alto ca with kids
WebQTrn-1879	what country did jacques cartier came from?	what country did jacques cartier came from
WebQTrn-1880	what disease did abe lincoln have?	what disease did abe lincoln have
WebQTrn-1881	what are the holidays of islam?	what are the holidays of islam
WebQTrn-1882	who did magellan sail for?	who did magellan sail for
WebQTrn-1883	where did irish people come from?	where did irish people come from
WebQTrn-1884	what represents ghana?	what represents ghana
WebQTrn-1885	what to see in downtown asheville nc?	what to see in downtown asheville nc
WebQTrn-1886	where did carrie underwood live?	where did carrie underwood live
WebQTrn-1887	what sports do canadians like?	what sports do canadians like
WebQTrn-1888	when did carolina hurricanes win the cup?	when did carolina hurricanes win the cup
WebQTrn-1889	who does jr smith play for 2012?	who does jr smith play for 2012
WebQTrn-1890	who currently owns the steelers?	who currently owns the steelers
WebQTrn-1891	where was toni braxton born and raised?	where was toni braxton born and raised
WebQTrn-1892	who has dirk nowitzki played for?	who has dirk nowitzki played for
WebQTrn-1893	what is the currency in the dominican republic called?	what is the currency in the dominican republic called
WebQTrn-1894	where is shoreview mn?	where is shoreview mn
WebQTrn-1895	what did maria theresa rule?	what did maria theresa rule
WebQTrn-1896	what was jack london's education?	what was jack london 's education
WebQTrn-1897	what club team does ronaldinho play for?	what club team does ronaldinho play for
WebQTrn-1898	which countries share borders with spain?	which countries share borders with spain
WebQTrn-1899	what is the official currency in france?	what is the official currency in france
WebQTrn-1900	what going on in afghanistan right now?	what going on in afghanistan right now
WebQTrn-1901	what state did roger sherman represent at the constitutional convention?	what state did roger sherman represent at the constitutional convention
WebQTrn-1902	what type of money do japanese use?	what type of money do japanese use
WebQTrn-1903	what county is bradenton fl located in?	what county is bradenton fl located in
WebQTrn-1904	what is molly ringwald in?	what is molly ringwald in
WebQTrn-1905	what movies has scarlett johansson played in?	what movies has scarlett johansson played in
WebQTrn-1906	what is the philadelphia church of god?	what is the philadelphia church of god
WebQTrn-1907	where did david duke go to college?	where did david duke go to college
WebQTrn-1908	where does bradley cooper live now?	where does bradley cooper live now
WebQTrn-1909	what mark zuckerberg?	what mark zuckerberg
WebQTrn-1910	what country did vasco da gama come from?	what country did vasco da gama come from
WebQTrn-1911	what country do they speak farsi?	what country do they speak farsi
WebQTrn-1912	who did japan surrender to in ww2?	who did japan surrender to in ww2
WebQTrn-1913	where does luke skywalker live in star wars?	where does luke skywalker live in star wars
WebQTrn-1914	what basketball team does kris humphrey play for?	what basketball team does kris humphrey play for
WebQTrn-1915	what is time zone in hawaii?	what is time zone in hawaii
WebQTrn-1916	what is john cena doing right now?	what is john cena doing right now
WebQTrn-1917	what are two countries in south america?	what are two countries in south america
WebQTrn-1918	where did kobe bryant attend high school?	where did kobe bryant attend high school
WebQTrn-1919	what did doctor kevorkian do?	what did doctor kevorkian do
WebQTrn-1920	where is chowchilla located?	where is chowchilla located
WebQTrn-1921	what country is vatican city in?	what country is vatican city in
WebQTrn-1922	who played princess leia's mother in star wars?	who played princess leia 's mother in star wars
WebQTrn-1923	what type of voting system does the uk have?	what type of voting system does the uk have
WebQTrn-1924	where is the warmest weather in the united states in december?	where is the warmest weather in the united states in december
WebQTrn-1925	where donald trump went to college?	where donald trump went to college
WebQTrn-1926	what did john howard study at university?	what did john howard study at university
WebQTrn-1927	what did duke ellington do?	what did duke ellington do
WebQTrn-1928	from which university did president obama receive his bachelor's degree?	from which university did president obama receive his bachelor 's degree
WebQTrn-1929	what year did yankees win their first world series?	what year did yankees win their first world series
WebQTrn-1930	when was the last time the new england patriots won the superbowl?	when was the last time the new england patriots won the superbowl
WebQTrn-1931	what films has morgan freeman narrated?	what films has morgan freeman narrated
WebQTrn-1932	where are the atlanta falcons located?	where are the atlanta falcons located
WebQTrn-1933	what is st francis patron saint of?	what is st francis patron saint of
WebQTrn-1934	where was obama born?	where was obama born
WebQTrn-1935	where was tommy emmanuel born?	where was tommy emmanuel born
WebQTrn-1936	what techniques did frida kahlo use in her paintings?	what techniques did frida kahlo use in her paintings
WebQTrn-1937	who does larry david play in seinfeld?	who does larry david play in seinfeld
WebQTrn-1938	what type of government does israel?	what type of government does israel
WebQTrn-1939	what political experience did abraham lincoln have?	what political experience did abraham lincoln have
WebQTrn-1940	where does brian williams live?	where does brian williams live
WebQTrn-1941	where is downtown littleton?	where is downtown littleton
WebQTrn-1942	what did shawnee smith star in?	what did shawnee smith star in
WebQTrn-1943	what division is cincinnati bengals in?	what division is cincinnati bengals in
WebQTrn-1944	what technique did vincent van gogh use in his paintings?	what technique did vincent van gogh use in his paintings
WebQTrn-1945	where was toussaint charbonneau from?	where was toussaint charbonneau from
WebQTrn-1946	what countries include western europe?	what countries include western europe
WebQTrn-1947	what timezone is new mexico currently in?	what timezone is new mexico currently in
WebQTrn-1948	who is the current president of china 2010?	who is the current president of china 2010
WebQTrn-1949	what is the legislature of missouri called?	what is the legislature of missouri called
WebQTrn-1950	what did harriet beecher stowe do as an abolitionist?	what did harriet beecher stowe do as an abolitionist
WebQTrn-1951	in which province is pretoria?	in which province is pretoria
WebQTrn-1952	what college did jerry rice attend?	what college did jerry rice attend
WebQTrn-1953	who is liz lemon marrying on 30 rock?	who is liz lemon marrying on 30 rock
WebQTrn-1954	where was the battle of appomattox located?	where was the battle of appomattox located
WebQTrn-1955	what country did john cabot sail for?	what country did john cabot sail for
WebQTrn-1956	when did mt st helens first erupt?	when did mt st helens first erupt
WebQTrn-1957	where did the name rome come from?	where did the name rome come from
WebQTrn-1958	what time zone is fresno ca?	what time zone is fresno ca
WebQTrn-1959	who was the governor of missouri in 1996?	who was the governor of missouri in 1996
WebQTrn-1960	what was the cause of death for sage stallone?	what was the cause of death for sage stallone
WebQTrn-1961	where did queen isabella live?	where did queen isabella live
WebQTrn-1962	who played carl fredricksen in up?	who played carl fredricksen in up
WebQTrn-1963	where did robert pattinson go to acting school?	where did robert pattinson go to acting school
WebQTrn-1964	what language does the country italy speak?	what language does the country italy speak
WebQTrn-1965	who won the super bowl xliv 2010?	who won the super bowl xliv 2010
WebQTrn-1966	what events caused roosevelt to become more of an internationalist?	what events caused roosevelt to become more of an internationalist
WebQTrn-1967	what do the colors on mali's flag represent?	what do the colors on mali 's flag represent
WebQTrn-1968	when does school start in los angeles california 2011?	when does school start in los angeles california 2011
WebQTrn-1969	what years did the yankees win the championship?	what years did the yankees win the championship
WebQTrn-1970	what did samuel de champlain?	what did samuel de champlain
WebQTrn-1971	what was william faulkner known for?	what was william faulkner known for
WebQTrn-1972	what language did the miwok indians speak?	what language did the miwok indians speak
WebQTrn-1973	who was audrey hepburn's husbands?	who was audrey hepburn 's husbands
WebQTrn-1974	who were queen elizabeth 1 parents?	who were queen elizabeth 1 parents
WebQTrn-1975	what do you want from me jerrod niemann lyrics meaning?	what do you want from me jerrod niemann lyrics meaning
WebQTrn-1976	what did robert koch do?	what did robert koch do
WebQTrn-1977	who does cristiano ronaldo play for?	who does cristiano ronaldo play for
WebQTrn-1978	what currency is best to take to dominican republic?	what currency is best to take to dominican republic
WebQTrn-1979	who's betty white?	who 's betty white
WebQTrn-1980	what has been discovered on mars so far?	what has been discovered on mars so far
WebQTrn-1981	who is lleyton hewitt?	who is lleyton hewitt
WebQTrn-1982	what movies did quentin tarantino star in?	what movies did quentin tarantino star in
WebQTrn-1983	what language does the new zealand speak?	what language does the new zealand speak
WebQTrn-1984	what kind of cancer killed larry hagman have?	what kind of cancer killed larry hagman have
WebQTrn-1985	what kind of drugs does charlie sheen do?	what kind of drugs does charlie sheen do
WebQTrn-1986	who is clint eastwood dating?	who is clint eastwood dating
WebQTrn-1987	what county is sacramento located in?	what county is sacramento located in
WebQTrn-1988	what did audrey hepburn died of?	what did audrey hepburn died of
WebQTrn-1989	what country was the treaty of versailles written?	what country was the treaty of versailles written
WebQTrn-1990	what is st mary mascot?	what is st mary mascot
WebQTrn-1991	who was irving berlin and what did he do?	who was irving berlin and what did he do
WebQTrn-1992	who shot j lennon?	who shot j lennon
WebQTrn-1993	what happened during william henry harrison presidency?	what happened during william henry harrison presidency
WebQTrn-1994	where is the denver broncos stadium located?	where is the denver broncos stadium located
WebQTrn-1995	where did sir ernest shackleton live?	where did sir ernest shackleton live
WebQTrn-1996	what type of music is scott joplin?	what type of music is scott joplin
WebQTrn-1997	where did the welsh language originate from?	where did the welsh language originate from
WebQTrn-1998	who does leia think her father is?	who does leia think her father is
WebQTrn-1999	what languages do people speak in switzerland?	what languages do people speak in switzerland
WebQTrn-2000	who is president of france?	who is president of france
WebQTrn-2001	who did alf's voice?	who did alf 's voice
WebQTrn-2002	what was theodore roosevelt's political party?	what was theodore roosevelt 's political party
WebQTrn-2003	what year were the cincinnati reds founded?	what year were the cincinnati reds founded
WebQTrn-2004	where ulysses s grant go to school?	where ulysses s grant go to school
WebQTrn-2005	where is kia cars made?	where is kia cars made
WebQTrn-2006	what magazine did edgar allan poe work for?	what magazine did edgar allan poe work for
WebQTrn-2007	where are sunbeam appliances made?	where are sunbeam appliances made
WebQTrn-2008	where did chickasaw indians live?	where did chickasaw indians live
WebQTrn-2009	what happened after anne frank died?	what happened after anne frank died
WebQTrn-2010	what music did antonio vivaldi compose?	what music did antonio vivaldi compose
WebQTrn-2011	who plays batman in 2012?	who plays batman in 2012
WebQTrn-2012	what is the timezone in vancouver?	what is the timezone in vancouver
WebQTrn-2013	what time is world cup soccer?	what time is world cup soccer
WebQTrn-2014	what county is stockton ca located in?	what county is stockton ca located in
WebQTrn-2015	what did ronnie radke do?	what did ronnie radke do
WebQTrn-2016	where does selena gomez live right now 2010?	where does selena gomez live right now 2010
WebQTrn-2017	who is the member of rajya sabha?	who is the member of rajya sabha
WebQTrn-2018	what form of government does czech republic have?	what form of government does czech republic have
WebQTrn-2019	who is the leader of syria now?	who is the leader of syria now
WebQTrn-2020	what was eli whitney education?	what was eli whitney education
WebQTrn-2021	what movies has renee zellweger been in?	what movies has renee zellweger been in
WebQTrn-2022	what other writers influenced charles dickens?	what other writers influenced charles dickens
WebQTrn-2023	where jay z was raised?	where jay z was raised
WebQTrn-2024	what two countries is the us at war with?	what two countries is the us at war with
WebQTrn-2025	where did the assyrian empire start?	where did the assyrian empire start
WebQTrn-2026	what currency does the dominican republic?	what currency does the dominican republic
WebQTrn-2027	what is daniel radcliffe name in the woman in black?	what is daniel radcliffe name in the woman in black
WebQTrn-2028	what money do they use in thailand?	what money do they use in thailand
WebQTrn-2029	where was battle of verdun located?	where was battle of verdun located
WebQTrn-2030	where does avril lavigne live now?	where does avril lavigne live now
WebQTrn-2031	who plays stewie griffin's voice family guy?	who plays stewie griffin 's voice family guy
WebQTrn-2032	what should i see in london england?	what should i see in london england
WebQTrn-2033	what currency is used in england 2012?	what currency is used in england 2012
WebQTrn-2034	what language do iraqi people speak?	what language do iraqi people speak
WebQTrn-2035	where did paul rudd go to high school?	where did paul rudd go to high school
WebQTrn-2036	what gauge strings john mayer?	what gauge strings john mayer
WebQTrn-2037	what was abe lincoln shot with?	what was abe lincoln shot with
WebQTrn-2038	what did regina hall play in?	what did regina hall play in
WebQTrn-2039	who plays jacob black in twilight?	who plays jacob black in twilight
WebQTrn-2040	what american penny is worth money?	what american penny is worth money
WebQTrn-2041	what book did jacob riis wrote?	what book did jacob riis wrote
WebQTrn-2042	what airport is close to scottsdale arizona?	what airport is close to scottsdale arizona
WebQTrn-2043	who plays noah bennet?	who plays noah bennet
WebQTrn-2044	when did the italian fascists came to power?	when did the italian fascists came to power
WebQTrn-2045	who won american idol 2006 season 5?	who won american idol 2006 season 5
WebQTrn-2046	what to see in vietnam in two weeks?	what to see in vietnam in two weeks
WebQTrn-2047	where do the chicago cubs play?	where do the chicago cubs play
WebQTrn-2048	where did reagan die?	where did reagan die
WebQTrn-2049	when did ian thorpe become famous?	when did ian thorpe become famous
WebQTrn-2050	what is the language used in indonesia?	what is the language used in indonesia
WebQTrn-2051	what was irving langmuir famous for?	what was irving langmuir famous for
WebQTrn-2052	what are the traditions in jamaica?	what are the traditions in jamaica
WebQTrn-2053	what is the official language of china called?	what is the official language of china called
WebQTrn-2054	where did mitt romney go to elementary school?	where did mitt romney go to elementary school
WebQTrn-2055	where is the gulf of st lawrence river?	where is the gulf of st lawrence river
WebQTrn-2056	what was the name of martin luther king jr parents?	what was the name of martin luther king jr parents
WebQTrn-2057	what money does guatemala use?	what money does guatemala use
WebQTrn-2058	who was president when nelson rockefeller was vice president?	who was president when nelson rockefeller was vice president
WebQTrn-2059	what year magic johnson retired?	what year magic johnson retired
WebQTrn-2060	what kind of government does spain have now?	what kind of government does spain have now
WebQTrn-2061	what did freud say about women?	what did freud say about women
WebQTrn-2062	who plays young john winchester in supernatural?	who plays young john winchester in supernatural
WebQTrn-2063	who killed vincent chin film?	who killed vincent chin film
WebQTrn-2064	where is shakira from originally?	where is shakira from originally
WebQTrn-2065	what region is manchester england?	what region is manchester england
WebQTrn-2066	where was the gettysburg war located?	where was the gettysburg war located
WebQTrn-2067	what do people go to amsterdam for?	what do people go to amsterdam for
WebQTrn-2068	who is the elected governor of california?	who is the elected governor of california
WebQTrn-2069	what language chile speak?	what language chile speak
WebQTrn-2070	what year did john glenn walk on the moon?	what year did john glenn walk on the moon
WebQTrn-2071	what currency to take to side turkey?	what currency to take to side turkey
WebQTrn-2072	who founded the new democratic party?	who founded the new democratic party
WebQTrn-2073	what were the causes of the russian revolution in 1917?	what were the causes of the russian revolution in 1917
WebQTrn-2074	what team did john madden play football for?	what team did john madden play football for
WebQTrn-2075	what does julian clary do?	what does julian clary do
WebQTrn-2076	where does the potomac river flow into?	where does the potomac river flow into
WebQTrn-2077	where is the olympic national park located?	where is the olympic national park located
WebQTrn-2078	when does the world cup occur?	when does the world cup occur
WebQTrn-2079	what years the steelers won the super bowl?	what years the steelers won the super bowl
WebQTrn-2080	what art movement was vincent van gogh apart of?	what art movement was vincent van gogh apart of
WebQTrn-2081	where does danish language come from?	where does danish language come from
WebQTrn-2082	what countries are in the baltic region?	what countries are in the baltic region
WebQTrn-2083	what nation did hitler lead?	what nation did hitler lead
WebQTrn-2084	what time is in london heathrow?	what time is in london heathrow
WebQTrn-2085	when were women allowed to go to the olympics?	when were women allowed to go to the olympics
WebQTrn-2086	what continent does the amazon river flow through?	what continent does the amazon river flow through
WebQTrn-2087	what is a city in belgium?	what is a city in belgium
WebQTrn-2088	who played elle greenaway?	who played elle greenaway
WebQTrn-2089	what secondary school did adolf hitler go to?	what secondary school did adolf hitler go to
WebQTrn-2090	who was andy williams second wife?	who was andy williams second wife
WebQTrn-2091	where are you from in egyptian arabic?	where are you from in egyptian arabic
WebQTrn-2092	what did captain scott die of?	what did captain scott die of
WebQTrn-2093	where does the catholic church originated from?	where does the catholic church originated from
WebQTrn-2094	what city did elvis presley grew up in?	what city did elvis presley grew up in
WebQTrn-2095	what continent is belize located in?	what continent is belize located in
WebQTrn-2096	who was donald duck's girlfriend?	who was donald duck 's girlfriend
WebQTrn-2097	what party was winston churchill in politics?	what party was winston churchill in politics
WebQTrn-2098	what 4 teams did wayne gretzky play for?	what 4 teams did wayne gretzky play for
WebQTrn-2099	who was philip randolph?	who was philip randolph
WebQTrn-2100	where are brembo brakes from?	where are brembo brakes from
WebQTrn-2101	what did taylor swift do at the vmas 2012?	what did taylor swift do at the vmas 2012
WebQTrn-2102	who did russians descend from?	who did russians descend from
WebQTrn-2103	what to see and do in san diego california?	what to see and do in san diego california
WebQTrn-2104	what is the zip code for clarksville tn?	what is the zip code for clarksville tn
WebQTrn-2105	where's wayne state?	where 's wayne state
WebQTrn-2106	what dialect do most chinese speak?	what dialect do most chinese speak
WebQTrn-2107	who is the president of cuba in 2009?	who is the president of cuba in 2009
WebQTrn-2108	who does avril lavigne play in over the hedge?	who does avril lavigne play in over the hedge
WebQTrn-2109	where is the university of alabama?	where is the university of alabama
WebQTrn-2110	where is the country of armenia?	where is the country of armenia
WebQTrn-2111	who tom cruise been married to?	who tom cruise been married to
WebQTrn-2112	which country is gaza city located?	which country is gaza city located
WebQTrn-2113	who is president of pakistan 2012?	who is president of pakistan 2012
WebQTrn-2114	what country did james watt come from?	what country did james watt come from
WebQTrn-2115	what instrument did louis armstrong like to play?	what instrument did louis armstrong like to play
WebQTrn-2116	what is the currency in germany in 2010?	what is the currency in germany in 2010
WebQTrn-2117	what types of government does china have?	what types of government does china have
WebQTrn-2118	where is the boeing company?	where is the boeing company
WebQTrn-2119	what does bill gates own?	what does bill gates own
WebQTrn-2120	what organism did mendel use?	what organism did mendel use
WebQTrn-2121	what are the two houses in congress?	what are the two houses in congress
WebQTrn-2122	what team does ladainian tomlinson play 4?	what team does ladainian tomlinson play 4
WebQTrn-2123	what is the major language spoken in canada?	what is the major language spoken in canada
WebQTrn-2124	what did camille grammer do for a living?	what did camille grammer do for a living
WebQTrn-2125	what jamaican language called?	what jamaican language called
WebQTrn-2126	what planet was luke skywalker raised on?	what planet was luke skywalker raised on
WebQTrn-2127	who did georgia o'keeffe inspired?	who did georgia o'keeffe inspired
WebQTrn-2128	who does brandon jacobs play for?	who does brandon jacobs play for
WebQTrn-2129	what is the government structure of germany?	what is the government structure of germany
WebQTrn-2130	who was queen elizabeth the first's mother?	who was queen elizabeth the first 's mother
WebQTrn-2131	who is the leader of the dominican republic 2011?	who is the leader of the dominican republic 2011
WebQTrn-2132	where did the anglican church start?	where did the anglican church start
WebQTrn-2133	who does obama look up to?	who does obama look up to
WebQTrn-2134	where did william mckinley go to high school?	where did william mckinley go to high school
WebQTrn-2135	who played heath barkley?	who played heath barkley
WebQTrn-2136	what year did baltimore ravens win the superbowl?	what year did baltimore ravens win the superbowl
WebQTrn-2137	what is the name of the money used in spain?	what is the name of the money used in spain
WebQTrn-2138	what did edward jenner do for a living?	what did edward jenner do for a living
WebQTrn-2139	when did shawn johnson won the gold medal?	when did shawn johnson won the gold medal
WebQTrn-2140	what did brittany murphy died of?	what did brittany murphy died of
WebQTrn-2141	what type of political system does north korea have?	what type of political system does north korea have
WebQTrn-2142	when does ramadan end 2012 indonesia?	when does ramadan end 2012 indonesia
WebQTrn-2143	who will play clary in city of bones?	who will play clary in city of bones
WebQTrn-2144	what books did frances hodgson burnett wrote?	what books did frances hodgson burnett wrote
WebQTrn-2145	what year did edgar allan poe go to college?	what year did edgar allan poe go to college
WebQTrn-2146	where is amsterdam ohio?	where is amsterdam ohio
WebQTrn-2147	who are the two current senators of illinois?	who are the two current senators of illinois
WebQTrn-2148	when did the orioles win the pennant?	when did the orioles win the pennant
WebQTrn-2149	who did stephenie meyer play in twilight?	who did stephenie meyer play in twilight
WebQTrn-2150	what 3 countries does mexico border?	what 3 countries does mexico border
WebQTrn-2151	who played giles on buffy the vampire slayer?	who played giles on buffy the vampire slayer
WebQTrn-2152	what teams are in the american league west?	what teams are in the american league west
WebQTrn-2153	what books did robert burns wrote?	what books did robert burns wrote
WebQTrn-2154	where does drogba play now?	where does drogba play now
WebQTrn-2155	who owns chrysler corporation 2012?	who owns chrysler corporation 2012
WebQTrn-2156	what are the name of mitt romney sons?	what are the name of mitt romney sons
WebQTrn-2157	what was the cause of death of larry hagman?	what was the cause of death of larry hagman
WebQTrn-2158	what is the rainforest in south america called?	what is the rainforest in south america called
WebQTrn-2159	what school did sir isaac newton go to?	what school did sir isaac newton go to
WebQTrn-2160	what was robert hooke's contributions to science?	what was robert hooke 's contributions to science
WebQTrn-2161	how many major dialects are there in china?	how many major dialects are there in china
WebQTrn-2162	in which country is mount everest found?	in which country is mount everest found
WebQTrn-2163	what form of government does germany use?	what form of government does germany use
WebQTrn-2164	what age do scottish people go to university?	what age do scottish people go to university
WebQTrn-2165	what language do haitian speak?	what language do haitian speak
WebQTrn-2166	who is nick grimshaw?	who is nick grimshaw
WebQTrn-2167	what did florence sabin do?	what did florence sabin do
WebQTrn-2168	who played betty rizzo in grease?	who played betty rizzo in grease
WebQTrn-2169	who played wesley crusher on star trek the next generation?	who played wesley crusher on star trek the next generation
WebQTrn-2170	when did sherlock holmes live?	when did sherlock holmes live
WebQTrn-2171	where did audie murphy grow up?	where did audie murphy grow up
WebQTrn-2172	what school does bart simpson go to?	what school does bart simpson go to
WebQTrn-2173	where is mark sanchez now?	where is mark sanchez now
WebQTrn-2174	where was the battle of verdun ww1?	where was the battle of verdun ww1
WebQTrn-2175	what year did kobe bryant go to high school?	what year did kobe bryant go to high school
WebQTrn-2176	where is okemos michigan?	where is okemos michigan
WebQTrn-2177	where did caroline kennedy go to school?	where did caroline kennedy go to school
WebQTrn-2178	what type of government is the us government?	what type of government is the us government
WebQTrn-2179	what is shakespeare's parents names?	what is shakespeare 's parents names
WebQTrn-2180	what was sir arthur conan doyle famous for?	what was sir arthur conan doyle famous for
WebQTrn-2181	who is the ravens coach?	who is the ravens coach
WebQTrn-2182	what college did ron jaworski go to?	what college did ron jaworski go to
WebQTrn-2183	what team does allen iverson play for now?	what team does allen iverson play for now
WebQTrn-2184	where did sir richard grenville explore?	where did sir richard grenville explore
WebQTrn-2185	what years did the atlanta braves win the world series?	what years did the atlanta braves win the world series
WebQTrn-2186	when does school start in hillsborough county?	when does school start in hillsborough county
WebQTrn-2187	where did jfk and his wife live?	where did jfk and his wife live
WebQTrn-2188	what are the basic beliefs of islam religion?	what are the basic beliefs of islam religion
WebQTrn-2189	what is modern egyptian language?	what is modern egyptian language
